"comm","id","articulo","autor","subcomunidad","palabrasclaves","fecha"
"comm4105","38834","La red de Ecoescuelas en la cuenca alta del río Motatán. Una propuesta de Educación para la sustentabilidad en el contexto de la Reforma Educativa venezolana","Valencia, Doile;Parada, Nereida","Agora Trujillo","Complejidad;Sustentabilidad;Interdisciplinariedad;Red Eco Escuelas;Desarrollo local","2014-07-15"
"comm4105","38835","Facticidad y validez en la construcción de una esfera pública mundial","Rodríguez Salón, Román;Briceño, Sagrario","Agora Trujillo","Estado nacional;Democracia;Derechos;Esfera pública mundial","2014-07-15"
"comm4105","38836","El contrabando de gasolina en Mara y la Guajira del Estado Zulia. Su implicación en la enseñanza de la historia y la geografía contemporánea","Rodríguez Arrieta, Marisol;Quintero, Khaterine","Agora Trujillo","Contrabando;Gasolina;Mara;Guajira;Zulia;Colombia","2014-07-15"
"comm4105","38837","Los héroes y antihéroes en la indenpendenica de Venezuela: Un estudio de textos escolares","Osorio Bohórquez, Leonardo Favio;Vilchez, Dervi","Agora Trujillo","Historiografía escolar;Independencia;Héroes;Antihéroes","2014-07-15"
"comm4105","41905","Los estudiantes de Geografía y Ciencias de la Tierra opinan sobre la formación de valores","Santiago Rivera, José Armando","Agora Trujillo","Globalización;Valores;Formación docente y enseñanza de la geografía","2016-05-12"
"comm4105","41939","Parásitos intestinales en alumnos de la Escuela Básica Nacional ""San José de Cacahual"". San Félix, Estado Bolívar, Venezuela","Devera, Rodolfo;Aguilar, Karely;Maurera R., Thanya L.;Blanco, Ytalia;Amaya, Iván;Velásquez, Virma","Academia","Parásitos intestinales;Blastocystis spp.;Escolares","2016-05-31"
"comm4105","41956","Un enfoque metodológico para la planificación y manejo de cuencas. Caso de estudio, Cuenca río Yacambú","Rivas Vergara, Francisco","Revista Forestal Latinoamericana","Cuenca Yacambú;Planificación;Programas;Sedimentos;Conservación de suelos;Bosques","2016-06-07"
"comm4105","41957","Composición química y rendimiento de forraje de Leucaena leucocephala, Guazuma ulmifolia y Moringa oleifera asociadas y en monocultivo en Yucatán, México","Petit Aldana, Judith;Uribe V., Gabriel;Casanova Lugo, Fernándo;Solorio Sanchez, Francisco;Ramírez y Avilés, Luis","Revista Forestal Latinoamericana","Producción de forraje;Árboles forrajeros;Nutrición animal;Sistemas silvopastoriles","2016-06-07"
"comm4105","41960","Caracterización pedogeomorfológica como herramienta de planificación agroturística en unidades de producción agrícola, subcuenca Alto Motatán, estado Mérida, Venezuela","Mendoza, José A.;Ruíz, Marvict;Villamizar, Ana;Jaimes C., Edgar J.;Pineda, Neida M.;Garcés V., Yolimar;Rodríguez A., Hilda R.","Revista Forestal Latinoamericana","Suelos;Agricultura;Uso de la tierra;Producción agrícola;Turismo","2016-06-07"
"comm4105","41962","Determinación de cambios en la cobertura vegetal del cerro El Morro, parroquia Mucurubá, Mérida - Venezuela","Buitrago, Edwin;Aranguren B., Anairamiz;Marquina Vera, Jesús Jordán","Revista Forestal Latinoamericana","Sensores Remotos;Sistemas de Información Geográfica;Cambios de la cobertura vegetal","2016-06-07"
"comm4105","41964","La deforestación en la Reserva Forestal Caparo - Venezuela Períodos 1987-1994, 1994-2007 y 1987-2007. (Aplicación de la Teledetección y los SIG)","Maldonado, Hernán;Parra, Alexander;Aldana, Angnes Teresa","Revista Forestal Latinoamericana","Reserva Forestal Caparo;Deforestación;Teledetección;Sistemas de información geográfica;Bosques;Barinas","2016-06-07"
"comm1","37580","Política presupuestaria en la República Bolivariana de Venezuela: ¿acaso un instrumento para la corrupción y la centralización del poder?","Rangel, Christi","Facultad de Ciencias Económicas y Sociales","Presupuesto;Discrecionalidad;Control fiscal;Relaciones fiscales intergubernamentales;Centralización","2013-10-07"
"comm4105","41965","Medidas y experiencias desarrolladas para la conservación y recuperación de la micro-cuenca “La Machirí” Estado Táchira","Camargo R., Cristopher E.;Vidal G., Raúl O.;Andrades, Jesús","Revista Forestal Latinoamericana","Micro-cuenca;Machirí;Erosión;Ladera","2016-06-07"
"comm4105","45369","Ficción, literatura y universos paralelos","Morales Ardaya, Francisco","Contexto","Ficción;Literatura;Universos paralelos;Multiverso","2018-11-12"
"comm4105","41972","Geografías del comercio en Santiago de Chile (1990-2010): de la reestructuración comercial al policentrismo inmobiliario","Hidalgo, Rodrigo;de Simone, Liliana;Santana, Daniel;Arenas, Federico","Revista Geográfica Venezolana","Áreas comerciales;Protomalls;Malls;Consumo;Santiago de Chile","2016-06-09"
"comm4105","41973","Estudio paleosísmico en la traza activa de la falla El Ávila, Santa Rosa, Caracas, Venezuela","Rodríguez, Luz M.;Ollarves, Reinaldo;Audemard M., Franck A.;Singer, André;Colón, Sirel;Miró, Chantal;Viete, Hewart","Revista Geográfica Venezolana","Falla El Ávila;Historia paleosísmica;Amenaza sísmica;Caracas","2016-06-09"
"comm4105","46812","Ordenamiento territorial rural de acuerdo con la capacidad de uso de la tierra, microcuenca Rumipamba, Ecuador","Cevallos, Marco P.;Jaimes C., Edgar J.;Mendoza M., José Gregorio;Jiménez, María J.;Casanova, Gabriel E.","Revista Geográfica Venezolana","planificación del uso agropecuario;evaluación de tierras;agroecología;uso actual de la tierra;regulación de la tierra rural","2020-06-05"
"comm4105","41974","Modelo de zonificación Agroclimática para la producción de sorgo dulce con fines energéticos en Argentina","Falasca, Silvia Liliana;Bernabé, María Angélica","Revista Geográfica Venezolana","Sorgo dulce;Necesidades bioclimáticas;Aptitud agroclimática;Bioetanol","2016-06-09"
"comm4105","41975","Amenaza Hidrogeomorfológica en microcuencas de la vertiente sur del Parque Nacional Waraira Repano, Distrito Capital, Venezuela","Méndez, Williams;Rivas, Larry;Fernández, Eduardo;Díaz, Ybrahim;Arévalo, Marielis;Correa, Noraima","Revista Geográfica Venezolana","Amenaza;Hidrogeomorfología;Microcuenca;Creciente;Parque Nacional Waraira Repano","2016-06-09"
"comm4105","41976","Inequidad Socioespacial para hospitalizaciones asociadas al contaminante material particulado en niños residentes en Santiago de Chile","Fuenzalida, Manuel;Cobs, Víctor;Miranda, Minerva","Revista Geográfica Venezolana","Exposición;Inequidades en salud;Material particulado;Geografía de la salud","2016-06-09"
"comm4105","41984","Personas y cosas: la persona en las personas","Carpintero Benítez, Francisco","Dikaiosyne","Ètica;Libertad;Identidad;Derechos;Persona humana","2016-06-10"
"comm4105","45406","Macondo y sus personajes en los cuentos Los funerales de la mamá grande","Vargas Villamizar, Yaquelin","Cifra Nueva","Cuentos;Realismo mágico;Personajes;Macondo;Caribe","2018-11-26"
"comm4105","41985","Personalismo comunitario y transformación social en el pensamiento de Emmanuel Mounier","Contreras, Frank","Dikaiosyne","Existencia humana;Persona;Individuo;Educación;Trabajo;Propiedad privada;Propiedad comunitaria","2016-06-10"
"comm4105","41986","El sentido de la enseñanza de los derechos humanos en la sociedad democrática","Ester Sánchez, Antonio Tirso","Dikaiosyne","Democracia;Derechos humanos;Educación;Multiculturalismo;Tolerancia","2016-06-10"
"comm4105","46817","Avaliação GEOINT do índice de risco para mortes de policiais em serviço na cidade do Rio de Janeiro, Brasil","Soares, Daniel de Oliveira;Dos Santos Mota, Alex","Revista Geográfica Venezolana","geointeligência;policiais;modelagem;SIG","2020-06-05"
"comm4105","45407","La interacción simbólica entre héroe y bobo en la literatura venezolana","Hernández, Luís Javier","Cifra Nueva","Interacción;Identidad;Actancial;Corporalidad;Enunciación","2018-11-26"
"comm4105","41990","¿Son los derechos humanos un instrumento del imperialismo?","Ramos Pascua, José Antonio","Dikaiosyne","Derechos humanos;Imperialismo;Etnocentrismo;Individualismo;Relativismo cultural","2016-06-10"
"comm4105","42024","Percepciones humanitarias sobre la frontera: Táchira – Norte de Santander","Caraballo, Leonardo Javier","Heurística","Frontera;Discriminación;Derechos humanos","2016-06-28"
"comm4105","42025","La identidad cultural ambiental","Vera Diaz, María Nela","Heurística","Identidad;Cultura;Ambiente;Comportamiento;Valores","2016-06-28"
"comm4105","45408","El espíritu capitalista en Venezuela. Una perspectiva desde Max Weber","Urbina, Evelitza;Perdomo, José Camilo","Cifra Nueva","Espíritu capitalista;Ética;Trabajo profesional","2018-11-26"
"comm4105","42015","Aislamiento de morganella morganii morganii en leche de cabra: a propósito de un caso de mastitis subclínica.","Chávez Oberto, Víctor;Delgado, Darjis;Ruiz, Leonardo;Carrero, Lilia;Chirino Zárraga, Carmen","Revista Científica","Morganella morganii morganii;Mastitis subclínica;Leche de cabra","2016-06-27"
"comm4105","45409","Utilización de verbos en el modo indicativo y subjuntivo. La carga personal de Mensaje sin destino de Mario Briceño-Iragorry","Carmona Bermúdez, José Gregorio","Cifra Nueva","Verbo;Pronombre;Locutivo;Indicativo;Subjuntivo","2018-11-26"
"comm4105","42016","Morulustatin, a disintegrin that inhibits adp-induced platelet aggregation, isolated from the mexican tamaulipan rock rattlesnake (crotalus lepidus morulus).","Borja, Miguel;Galan, Jacob Anthony;Esteban Cantu, Jr.;Zugasti Cruz, Alejandro;Rodríguez Acosta, Alexis;Lazcano, David;Lucena, Sara;Suntravat, Montamas;Sánchez, Elda Eliza","Revista Científica","Crotalus lepidus morulus;Desintegrinas;Hemostasis;Morulustatin;Plaquetas;Veneno","2016-06-27"
"comm4105","42019","Composición química, actividad cicatrizante y toxicidad del látex de croton lechleri.","Rojas de Astudillo, Luisa;Jaramillo Jaramillo, Carmita;Cuesta Rubio, Osmany;Zaldua, Jorge;Garcia Simón, Gastón;Cevallos Verdesoto, Diego Omar","Revista Científica","Croton lecheri;Histopatología;Cicatrización;Taspina;Ratas Wistar","2016-06-27"
"comm4105","42066","¿Cuál Marx para entender a cuáles medios? Encuentros y desencuentros entre los teóricos de la comunicación para entender a la “gran industria” mediática","Orejuela D, Merlyn H.","Mundo Universitario","Marxismo;Teorías de la comunicación;Medios;Monopolio;Capitalismo","2016-07-07"
"comm4105","42067","Declaración de Conflicto de Interés en Revistas del Portal Saber de la Universidad de Los Andes","Ramírez I., Lílido N.","Mundo Universitario","Calidad publicación científica;Intereses en conflictos;Publicación sesgada;Sesgo;Portal SABER ULA","2016-07-07"
"comm4105","42068","Venezuela rechaza categóricamente violación de Carta de la OEA por el Secretario General","Ministerio del Poder Popular para Relaciones Exteriores (MPPRE)","Mundo Universitario","OEA;Injerencismo;Colonialismo;Carta democrática;Venezuela","2016-07-07"
"comm4105","42070","Pretensión de aplicar Carta Democrática a Venezuela fue derrotada","Ministerio del Poder Popular para Relaciones Exteriores (MPPRE)","Mundo Universitario","OEA;Canciller de Venezuela;Delcy Rodríguez;Presidente Maduro","2016-07-07"
"comm4105","42071","Principales Logros de la Revolución","Agencia Venezolana de Noticias","Mundo Universitario","Revolución bolivariana;Logros;Alimentación;Vivienda","2016-07-07"
"comm4105","42127","Proyectos formativos y desarrollo del talento humano para la Sociedad del Conocimiento","Tobón, Sergio;Cardona, Sergio;Vélez Ramos, Jeimy;López Loya, Jos","Acción Pedagógica","Proyectos formativos;Sociedad del conocimiento;Socioformación;Talento humano;Competencias","2016-07-15"
"comm4105","45373","Narrar la realidad social venezolana al inicio del xxi en las novelas noche oscura del alma (2005) de Carmen Vincenti y pronombres personales (2002) de Isaac Chocrón","Castro, Vanessa","Contexto","Novela venezolana del siglo XXI;Teoría social de la novela;Polifonía;Literatura venezolana","2018-11-12"
"comm4105","42138","Competencia comunicativa escrita en un colectivo rural: programa de intervención","Méndez Chacón, Gusmary;Contreras Chacón, Azael E.","Acción Pedagógica","Texto instruccional;Promoción de la escritura;Colectivo rural;Programa de intervención socioeducativo PISE","2016-07-15"
"comm4105","42018","El poder: un factor esencial para la transformación de la universidad venezolana","Muñoz, Juan Guillermo","Heurística","Poder;Universidad;Estructura;Ley","2016-06-27"
"comm4105","42023","El tema de la integración en la historia de la historiografía de la independencia latinoamericana","Rojas, Reinaldo","Heurística","Integración;Historiografía;Indepedencia","2016-06-28"
"comm4105","42020","Análisis de la producción de leche a 244 días en ganado doble propósito con regresión aleatoria bajo un modelo animal.","Aranguren Méndez, José Atilio;Villasmil Ontiveros, Yenen;Yáñez Cuéllar, Luis;Ochoa Ordaz, Gerardo;Román Bravo, Rafael","Revista Científica","Regresión aleatoria;Producción de leche;Doble propósito","2016-06-27"
"comm4105","42021","Indicadores directos de bienestar animal al momento de la inseminación artificial como factores de riesgo sobre la fertilidad en un rebaño lechero tropical.","Ramírez I., Lílido N.;Díaz de Ramírez, Adelina;Aldana G., Nuris E.;Bendezú Urdaneta, Herminia Beatriz","Revista Científica","Bienestar animal;Factores riesgo;Fertilidad;Trópico;Vacas Carora","2016-06-28"
"comm4105","42022","Estimación del área del ojo del lomo total in vivo y rendimiento al desposte de bovinos destinados a un mercado exigente.","Campos Parra, Jorge;De Pedro Sanz, Emiliano;Astudillo Neira, Rita;Cabas Monje, Juan;Vallejos Cartes, Rosana;Velasco Fuenmayor, Julia","Revista Científica","Calidad de carne;Modelos matemáticos;Ultrasonografía","2016-06-28"
"comm4105","42333","Las acciones de participación preferente en España.¿Un caso de depredación financiera?","Mesly, Olivier;de la Orden de la Cruz, María del Carmen;Núñez Grapain, Juan Francisco","Economía","Acciones de participación preferente;Comercialización de productos financieros híbridos;Depredación financiera;Método Delphi","2016-09-22"
"comm4105","42072","Logros en las Metas del Milenio","Agencia Venezolana de Noticias","Mundo Universitario","Revolución bolivariana;Logros;Alimentación;Vivienda;Metas del milenio","2016-07-07"
"comm4105","42088","Sembrando difuntos, cosechando espíritus: rituales de muerte y vida en los Nasa Wesx del centro de Colombia.","Ospina Enciso, Andrés Felipe","Boletín Antropológico","Relaciones entre vivos y muertos;Espiritualidad;Ritual;Andes de Colombia","2016-07-08"
"comm4105","42283","La construcción de los otros. Los grupos sociales en los escritos de las élites colombianas en la segunda mitad del siglo XIX","Barragán Díaz, Diego Mauricio","Procesos Históricos","Construcción de los otros;Condición humana;Grupos sociales;Colombia siglo XIX","2016-09-16"
